"Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Turbulent Kinetic Energy (J/kg)","Specific Dissipation Rate (/s)","Total Pressure (Pa)","X (m)","Y (m)","Z (m)"
0.357445751417879,-6.38625298975991e-05,1.05703513114861e-06,0.00645422037652349,0.255653318832167,97.5855438499445,18000,4987.55090378422,-4.25328148978072
0.289115535105828,-8.34386716504354e-05,-3.63522466848336e-07,0.00532539110316709,0.333984986645181,74.9436836039206,18000,4982.50702119552,-4.50694889896736
0.23984245860483,-8.52177341928467e-05,5.52770590297774e-08,0.00445728854340955,0.458383364560736,61.5867388935534,18000,4977.50057926991,-4.67905310961078
0.203728225310776,-8.09854363153934e-05,5.93232431033456e-08,0.00374149471132155,0.659173532226972,53.3773440744991,18000,4972.50004298698,-4.79581962453743
0.17679571937871,-7.37662582988334e-05,3.47462426282331e-08,0.00314956292991665,1.00018446356125,48.1251227295582,18000,4967.50000248831,-4.87504150386939
0.156196393104895,-6.80413971585889e-05,1.90207944779201e-08,0.00271218890929595,1.61735024886373,44.6097624429913,18000,4962.5000000968,-4.92879069873772
0.139763043214436,-6.15141141268817e-05,1.47194095141274e-08,0.00255321200680506,2.81362205201399,42.1171595748092,18000,4957.50000000286,-4.9652575936581
0.0972737728807887,-4.40013082133692e-05,-1.403854897207e-09,0.000847562160273521,12.6577178202386,36.9554647848858,18000,4952.50000000006,-4.98999906984935
0.574090113978785,-4.49873778929068e-06,2.78881725745068e-05,0.0134748784178037,0.127388914660416,201.017035062256,18000,4996.49999998731,-1.49999998515746
0.4591520217097,-4.89778817317523e-05,-4.74998901805229e-06,0.0093261907012967,0.163118266749594,140.148240992943,18000,4992.58500670938,-3.32832124586252
0.363238511573556,-6.62854930347117e-05,1.21994409682648e-06,0.00742085226651387,0.191372552599007,99.7249831486084,18000,4987.53571792762,-3.87939665429127
0.294114145958291,-8.50437731036648e-05,-4.42260677426206e-07,0.00616179213548387,0.241140157335609,76.4377955799369,18000,4982.50583930509,-4.25328148978072
0.244306597656348,-8.70149880806341e-05,9.03080174395899e-08,0.00520369774099036,0.320275376430744,62.6944092008636,18000,4977.50051989431,-4.50694889896736
0.208023887942074,-8.28381043851396e-05,9.85032477176661e-08,0.00440918470554408,0.443648002892543,54.2838295120052,18000,4972.50004019191,-4.67905310961078
0.181287855915318,-7.57697926161367e-05,6.09253023675648e-08,0.00372870144784481,0.6404216376922,48.9495113756499,18000,4967.50000238318,-4.79581962453743
0.161250439841634,-7.03100034011016e-05,3.80425949171339e-08,0.00315583829316981,0.968314328479277,45.432014025913,18000,4962.5000000941,-4.87504150386939
0.145634394086194,-6.41302528332207e-05,2.57120734656229e-08,0.00272420783442299,1.55760479488504,42.9759408063872,18000,4957.50000000281,-4.92879069873772
0.132816964132897,-6.00786485951369e-05,1.24891429938878e-08,0.00255231813594696,2.68955541209848,41.1467724178054,18000,4952.50000000006,-4.9652575936581
0.0937327062059737,-4.31554030532257e-05,-2.27875688867576e-09,0.000823518535775865,12.4769815294151,36.6087817486424,18000,4947.5,-4.98999906984935
0.471321960751033,-4.16046935264696e-05,-2.26416910498844e-06,0.0118497314770773,0.114921208318855,145.951417189824,18000,4992.5,-1.49999999784551
0.36837766953911,-6.91010868614994e-05,1.05948202649552e-06,0.00846525268274272,0.151077185524377,101.651717794092,18000,4987.5133352277,-3.32832124946414
0.298564742798291,-8.64492117726159e-05,-4.27943732755835e-07,0.00706491723418148,0.1816701696979,77.7896668376392,18000,4982.5040972961,-3.87939665429127
0.248165527575049,-8.86083278891211e-05,1.46525780725851e-07,0.00601402755425384,0.232847945949574,63.6683695566601,18000,4977.50043237957,-4.25328148978073
0.211593531915778,-8.44135757326194e-05,1.5563827533981e-07,0.00514367772154774,0.312196318826861,55.051497878015,18000,4972.50003607221,-4.50694889896736
0.184847150778369,-7.74133760567528e-05,9.96004335800264e-08,0.00438900914204853,0.434421825073469,49.6173942791959,18000,4967.50000222822,-4.67905310961078
0.165072180116666,-7.20603801583639e-05,6.62471488657145e-08,0.00372914392069256,0.626739065823156,46.0711648344114,18000,4962.50000009013,-4.79581962453743
0.150045316739389,-6.61264435709678e-05,4.79858933111977e-08,0.00316565512775414,0.946041582815197,43.6443548916912,18000,4957.50000000273,-4.8750415038694
0.138061936560988,-6.24682099935116e-05,2.09059096836955e-08,0.00273576749759254,1.51579528831965,41.8749090326465,18000,4952.50000000005,-4.92879069873772
0.127864115348173,-5.88633593157026e-05,1.38218716246308e-08,0.00255346357641114,2.6043407406063,40.4850314039084,18000,4947.5,-4.9652575936581
0.0912337388577917,-4.32958429509608e-05,-1.94882415250712e-09,0.000807256689844541,12.3532613906729,36.3718148078864,18000,4942.5,-4.98999906984935
0.378159748571658,-7.46114482123362e-05,7.31229976782244e-07,0.0106612296500881,0.105413860755951,105.393587581234,18000,4987.5,-1.5
0.302614777020031,-8.76676716934953e-05,-2.82712507069012e-07,0.00802435073036815,0.143831144236579,79.0375014195931,18000,4982.50152971855,-3.32832124946414
0.251610710433009,-9.00495876343371e-05,2.20183446761725e-07,0.00688178616406023,0.176131927025813,64.5507905075861,18000,4977.50030339006,-3.87939665429127
0.214682253541321,-8.57983093797222e-05,2.37567095102181e-07,0.00593857293026127,0.228029561116815,55.7262816907563,18000,4972.50003000011,-4.25328148978073
0.187811665906029,-7.88378359864518e-05,1.53677868397936e-07,0.00511535609243667,0.307247249612769,50.1835819413034,18000,4967.50000199983,-4.50694889896736
0.168118946118479,-7.34890183900232e-05,1.07376308694815e-07,0.00438350949686293,0.427892954153669,46.5914341783884,18000,4962.50000008427,-4.67905310961078
0.153413952808605,-6.76828925494772e-05,7.75948133872599e-08,0.00373411600603694,0.617289499029289,44.1682566518821,18000,4957.50000000262,-4.79581962453743
0.142041355429496,-6.42982460660823e-05,4.10882868627864e-08,0.00317526996651979,0.930404161117652,42.4461674840668,18000,4952.50000000005,-4.8750415038694
0.132691907442731,-6.10921914041144e-05,2.3620979174254e-08,0.00274530133598628,1.48666172762877,41.1297115806165,18000,4947.5,-4.92879069873772
0.124376249970717,-5.90051789217747e-05,1.37989127622094e-08,0.00255507437169612,2.54599816812205,40.0340673499626,18000,4942.5,-4.9652575936581
0.0894927418264618,-4.35895757823542e-05,-2.48482778495845e-09,0.000796264726444333,12.2689434304913,36.2104946187239,18000,4937.5,-4.98999906984935
0.310064586799907,-8.95959394910523e-05,7.13483100920568e-08,0.0100120108437365,0.0998614083673022,81.376645116971,18000,4982.5,-1.5
0.254747436815397,-9.13416277598651e-05,2.32717114641888e-07,0.00779443894603758,0.139660856439152,65.3647630093576,18000,4977.50011327017,-3.32832124946414
0.217433291330665,-8.70352748001262e-05,3.53714457843705e-07,0.00678646054407002,0.172958044192195,56.3355230588688,18000,4972.50002105034,-3.87939665429127
0.190372300939483,-8.0121518844722e-05,2.2678711768446e-07,0.00590085553906975,0.225143636404524,50.67988330474,18000,4967.50000166319,-4.25328148978073
0.170658293542399,-7.47099885834316e-05,1.64886558414159e-07,0.00510404508898774,0.303863680760538,47.0323266060142,18000,4962.50000007563,-4.50694889896736
0.156109091717518,-6.89618307996326e-05,1.19763156464729e-07,0.00438397768516465,0.423461679908806,44.5957905722916,18000,4957.50000000245,-4.67905310961078
0.145100679451368,-6.57218130700424e-05,7.00534610855952e-08,0.00374003085448434,0.610698186224161,42.8963802242909,18000,4952.50000000005,-4.79581962453743
0.136379589948935,-6.28020166102207e-05,4.56222114761385e-08,0.0031833095993676,0.919454255166558,41.6382410687696,18000,4947.5,-4.8750415038694
0.128924415615076,-6.11564742578363e-05,2.29956710031437e-08,0.00275259819705149,1.46648238147709,40.6244958396792,18000,4942.5,-4.92879069873772
0.121949756324413,-5.93785730110404e-05,1.41496341214505e-08,0.00255654559839055,2.50623603220496,39.7276767775047,18000,4937.5,-4.9652575936581
0.0882945412417229,-4.44981060158224e-05,-2.34687336695516e-09,0.000788858210984291,12.211812342086,36.1012318219946,18000,4932.5,-4.98999906984935
0.26047232742931,-9.36262695504264e-05,3.17658328074714e-07,0.00966199874945062,0.0967201742182729,66.8763275895393,18000,4977.5,-1.5
0.219924573980267,-8.81427735982219e-05,4.48924013194374e-07,0.00767348317697196,0.13729661265154,56.8939160255145,18000,4972.50000785911,-3.32832124946414
0.192641515014892,-8.13078677243285e-05,3.26622114967027e-07,0.00673739476172135,0.171101663179996,51.1253144671379,18000,4967.50000116702,-3.87939665429127
0.172844530860451,-7.57872517603974e-05,2.4248878145775e-07,0.00588350624143148,0.223247160518084,47.4172050462131,18000,4962.5000000629,-4.25328148978073
0.158352947025032,-7.00618072247215e-05,1.7824829521427e-07,0.00510047827406242,0.301617309513631,44.9574172579344,18000,4957.5000000022,-4.50694889896736
0.147552428886922,-6.68793260001459e-05,1.11401811239143e-07,0.00438660245762546,0.420409628475058,43.2641075239162,18000,4952.50000000005,-4.67905310961078
0.139226539404757,-6.41296789166797e-05,7.66512007450628e-08,0.00374537338262082,0.606097092240806,42.0403693102211,18000,4947.5,-4.79581962453743
0.132414027774083,-6.28022854838961e-05,4.44262702545099e-08,0.00318952913149341,0.911833579897592,41.0918815719955,18000,4942.5,-4.87504150386939
0.126310004227433,-6.14883323665962e-05,2.38702146737386e-08,0.00275792626522967,1.45260719605662,40.2824459459397,18000,4937.5,-4.92879069873772
0.120281344990201,-6.05898412376153e-05,1.40776670235975e-08,0.00255770986963501,2.47929406181223,39.5204669136942,18000,4932.5,-4.9652575936581
0.0874797793090708,-4.54940091172471e-05,-2.59425255409007e-09,0.000783893873842814,12.1733780072958,36.0277603183446,18000,4927.5,-4.98999906984935
0.224437650754217,-9.0063623434348e-05,5.92255681122359e-07,0.00947508514209901,0.0949803507148336,57.9216348964102,18000,4972.5,-1.5
0.194679824659683,-8.24151462199247e-05,3.76805887351437e-07,0.00761027110046159,0.135944701355303,51.5299013419147,18000,4967.50000043571,-3.32832124946414
0.174769282700156,-7.67568793637083e-05,3.48174045890119e-07,0.00671329962849016,0.16993521543445,47.7601023015292,18000,4962.50000004414,-3.87939665429127
0.160275907697044,-7.10409494800419e-05,2.56052584793706e-07,0.00587608922015526,0.222022733313423,45.2714340442746,18000,4957.50000000183,-4.25328148978073
0.149589306929114,-6.78571262977098e-05,1.68666245559464e-07,0.00510031986923969,0.300097787742844,43.5742965139987,18000,4952.50000000004,-4.50694889896736
0.141509028336882,-6.52024842790935e-05,1.21555493392925e-07,0.00438960232925201,0.418297284729527,42.3687695650472,18000,4947.5,-4.67905310961078
0.135114846194892,-6.40710292949628e-05,7.43834082557458e-08,0.00374968340829988,0.60289902988137,41.4621886637574,18000,4942.5,-4.79581962453743
0.129665045858167,-6.31002575750422e-05,4.64274469967102e-08,0.00319410546332946,0.90657213222486,40.7225857807954,18000,4937.5,-4.87504150386939
0.124515374750509,-6.26979509381163e-05,2.35658501610168e-08,0.00276169934750244,1.44314433045318,40.0516623676547,18000,4932.5,-4.92879069873772
0.119147523302745,-6.19335986160859e-05,1.43325978847078e-08,0.00255856088465778,2.46117080014699,39.381264555986,18000,4927.5,-4.9652575936581
0.0869322435868355,-4.68527814164886e-05,-2.48934146650711e-09,0.000780589898101411,12.1477373799419,35.9787280043916,18000,4922.5,-4.98999906984935
0.198336710407744,-8.44347385445099e-05,4.60058845556718e-07,0.00937605951383538,0.0940232178267948,52.2664220526066,18000,4967.5,-1.5
0.176481345654094,-7.76369299779913e-05,4.29356482986631e-07,0.00757818001725283,0.135132910324461,48.0682840964857,18000,4962.50000001648,-3.32832124946414
0.161955822048751,-7.19337095002126e-05,3.59115568268665e-07,0.00670188143684311,0.169207911315339,45.5488610890697,18000,4957.50000000128,-3.87939665429127
0.15132586959915,-6.87060592694879e-05,2.4534395756234e-07,0.00587345168243742,0.221214797676124,43.8421098900644,18000,4952.50000000004,-4.25328148978073
0.143400344826482,-6.61005687659002e-05,1.83656955404533e-07,0.00510141391063266,0.299060309958873,42.6449352085707,18000,4947.5,-4.50694889896736
0.137279511771702,-6.50824213893217e-05,1.17095256208994e-07,0.00439227615458681,0.41683724783003,41.7643830334631,18000,4942.5,-4.67905310961078
0.132265426511071,-6.43381778018152e-05,7.81392116427657e-08,0.003752933285907,0.600691598162836,41.0716611481003,18000,4937.5,-4.79581962453743
0.127779192065106,-6.43003968289849e-05,4.57730723609936e-08,0.00319736515322462,0.902972048323881,40.4736783403206,18000,4932.5,-4.8750415038694
0.123297075030091,-6.40607869440572e-05,2.39465204501831e-08,0.00276430492196489,1.43674853403533,39.8968594385176,18000,4927.5,-4.92879069873772
0.118385856396007,-6.37703489193592e-05,1.44831043048852e-08,0.00255915553563348,2.44908100393817,39.2884522419442,18000,4922.5,-4.9652575936581
0.0865688144493919,-4.82239890827385e-05,-2.67150327283734e-09,0.000778410370963931,12.1307980189024,35.9463361135231,18000,4917.5,-4.98999906984935
0.179518321388204,-7.92121877522968e-05,5.48806424212379e-07,0.00932435023936497,0.0934923833484361,48.6223175016182,18000,4962.5,-1.5
0.163433716870386,-7.27569484617657e-05,4.36196367313813e-07,0.00756225683784276,0.134646201402603,45.7953032005139,18000,4957.50000000048,-3.32832124946414
0.152830738423665,-6.94560993273248e-05,3.48509899449779e-07,0.00669684051480415,0.168743826520811,44.0766888065417,18000,4952.50000000003,-3.87939665429127
0.145004465150061,-6.68725169582735e-05,2.65192102131779e-07,0.00587293929469994,0.220674195559121,42.8820387800146,18000,4947.5,-4.25328148978073
0.139068432646595,-6.59122428455531e-05,1.76129993402968e-07,0.00510279304018472,0.298350161660412,42.017747805355,18000,4942.5,-4.50694889896736
0.134348240987591,-6.5318112720881e-05,1.23306745986207e-07,0.00439439890240024,0.415832986277533,41.3562584955328,18000,4937.5,-4.67905310961078
0.130310787178128,-6.55203785049131e-05,7.67762426118682e-08,0.00375528558112348,0.599180786263171,40.808537144794,18000,4932.5,-4.79581962453743
0.126499345016779,-6.56746375109903e-05,4.6581807701916e-08,0.00319962498714043,0.900532376643461,40.3068174785253,18000,4927.5,-4.8750415038694
0.122479186504755,-6.59362563334696e-05,2.41610129861312e-08,0.00276607101385304,1.43246737804106,39.7937478107476,18000,4922.5,-4.92879069873772
0.117880400273304,-6.56318346353393e-05,1.4515825494374e-08,0.00255955506855315,2.44109548059255,39.2271723818379,18000,4917.5,-4.9652575936581
0.0863306188280279,-4.98203407958712e-05,-2.45104246608598e-09,0.00077698752276149,12.1197301141569,35.9251400771649,18000,4912.5,-4.98999906984935
0.166022246864042,-7.42551021179516e-05,5.42712485666681e-07,0.00929774059821593,0.0931985174913759,46.2323111385442,18000,4957.5,-1.5
0.15413971942113,-7.01226791145455e-05,4.26661534541223e-07,0.00755465827083944,0.134348094054398,44.282605826501,18000,4952.50000000001,-3.32832124946414
0.146383774005049,-6.75476987142409e-05,3.70000867663915e-07,0.00669486863047245,0.168442309125746,43.0880195973333,18000,4947.5,-3.87939665429127
0.140578471758322,-6.66062059866687e-05,2.54972204208321e-07,0.00587327414984641,0.220309829302615,42.2341677171266,18000,4942.5,-4.25328148978072
0.136065316405476,-6.61142007129341e-05,1.85429236797267e-07,0.00510404188772303,0.297864994536379,41.5942258088457,18000,4937.5,-4.50694889896736
0.132337001275403,-6.64728295956164e-05,1.21525955102562e-07,0.00439598452426137,0.415147030954167,41.0812823671725,18000,4932.5,-4.67905310961078
0.128984105334278,-6.6898627831764e-05,7.88019656170778e-08,0.00375693199063821,0.598156320182502,40.6321622310084,18000,4927.5,-4.79581962453743
0.125640202105535,-6.75718626336515e-05,4.69811771200761e-08,0.00320116140002654,0.898895926402663,40.195707594118,18000,4922.5,-4.8750415038694
0.121936614453235,-6.78462121614656e-05,2.4227902673767e-08,0.00276724525622817,1.42963232254036,39.7257076050958,18000,4917.5,-4.92879069873772
0.117549152742331,-6.77973935179191e-05,1.47972985297533e-08,0.00255981733577395,2.43587845330125,39.1871156098127,18000,4912.5,-4.9652575936581
0.0861767243477697,-5.13912787752746e-05,-2.72139940473197e-09,0.000776070159007746,12.1125912133662,35.9114572908097,18000,4907.5,-4.98999906984935
0.156402519371026,-7.12931926111773e-05,5.40675492965884e-07,0.00928431541517971,0.0930347994243448,44.6426834547685,18000,4952.5,-1.5
0.147570533724162,-6.81417422882065e-05,4.44642407602053e-07,0.00755122394087065,0.134161842077246,43.2667922410068,18000,4947.5,-3.32832124946414
0.141867775216415,-6.71920793017198e-05,3.59684978217016e-07,0.00669430847166148,0.168243925966597,42.4207987924351,18000,4942.5,-3.87939665429127
0.137508721043004,-6.67715703571332e-05,2.67864420991444e-07,0.00587384280754436,0.22006374270851,41.7966035548068,18000,4937.5,-4.25328148978072
0.13400392365111,-6.72314803938624e-05,1.83555072566493e-07,0.00510504211290906,0.297535052024504,41.3088198379878,18000,4932.5,-4.50694889896736
0.130971421355051,-6.78482462820901e-05,1.25348911753899e-07,0.00439711462681506,0.414682338164971,40.8969295103199,18000,4927.5,-4.67905310961078
0.128093304047937,-6.88033554441294e-05,7.87673325384046e-08,0.00375805882787937,0.597468588934349,40.5147070397792,18000,4922.5,-4.79581962453743
0.125070214321565,-6.95148291925608e-05,4.73628584437679e-08,0.0032021846637496,0.897810284944111,40.1223944887255,18000,4917.5,-4.8750415038694
0.121581098065763,-7.00711005695804e-05,2.4576569940653e-08,0.00276801455715304,1.4277766558008,39.6812489453685,18000,4912.5,-4.92879069873772
0.117335141923437,-6.99339687278152e-05,1.46366156365533e-08,0.00255998379788857,2.43251455509865,39.1612764711915,18000,4907.5,-4.9652575936581
0.0860789676203319,-5.31020396121798e-05,-2.58149842575004e-09,0.000775488104665252,12.1080612335307,35.9027404092075,18000,4902.5,-4.98999906984935
0.149596039235133,-6.9179368139339e-05,5.435803418568e-07,0.00927770490836021,0.0929426878246872,43.5752199407805,18000,4947.5,-1.5
0.142966185273524,-6.76853726380662e-05,4.31506092049317e-07,0.00754982002532237,0.134043478642937,42.5811263652404,18000,4942.5,-3.32832124946414
0.138733714650019,-6.7317536861804e-05,3.76248133737787e-07,0.00669432404549505,0.168112474013148,41.9700310548285,18000,4937.5,-3.87939665429127
0.135400390032266,-6.78412072528475e-05,2.65438385450479e-07,0.00587440013641282,0.219897712276083,41.5016321107468,18000,4932.5,-4.25328148978073
0.132603570749968,-6.85976122819008e-05,1.89724837406941e-07,0.00510578251680396,0.297312138201809,41.1174069858536,18000,4927.5,-4.50694889896736
0.130054096009013,-6.97481684129862e-05,1.24305062688399e-07,0.00439789774086561,0.414370437312666,40.7741235608786,18000,4922.5,-4.67905310961078
0.127502108648557,-7.07668377693025e-05,8.01231762397658e-08,0.00375881150157103,0.59701187224496,40.4371889637975,18000,4917.5,-4.79581962453743
0.124696658422738,-7.17781750700965e-05,4.76135031300854e-08,0.00320285613299989,0.897098618510202,40.074488035527,18000,4912.5,-4.8750415038694
