"Iteration","Thrust (row-1_turbine-1) Monitor: Thrust (row-1_turbine-1) Monitor (N)","Thrust (row-1_turbine-2) Monitor: Thrust (row-1_turbine-2) Monitor (N)","Thrust (row-1_turbine-3) Monitor: Thrust (row-1_turbine-3) Monitor (N)","Thrust (row-1_turbine-4) Monitor: Thrust (row-1_turbine-4) Monitor (N)","Thrust (row-1_turbine-5) Monitor: Thrust (row-1_turbine-5) Monitor (N)","Thrust (row-2_turbine-1) Monitor: Thrust (row-2_turbine-1) Monitor (N)","Thrust (row-2_turbine-2) Monitor: Thrust (row-2_turbine-2) Monitor (N)","Thrust (row-2_turbine-3) Monitor: Thrust (row-2_turbine-3) Monitor (N)","Thrust (row-2_turbine-4) Monitor: Thrust (row-2_turbine-4) Monitor (N)"
170.0,194284.19889117623,193665.74759395994,193730.27864945523,193664.99620813123,194283.6199764843,208396.3736521519,208124.99288360542,208119.954481801,208401.7002010947
171.0,194284.21860369272,193665.3028711167,193729.2562139753,193664.59626966403,194283.7253548504,208397.71625346038,208120.4413660163,208115.33568926915,208402.5326283074
172.0,194284.24586715715,193664.9056673894,193728.5399496426,193664.23944222738,194283.82875329637,208398.6939858708,208115.42372278508,208110.3538449687,208403.19327693735
173.0,194284.34698726027,193664.60697565528,193727.96654323908,193663.99232005238,194283.9581407884,208399.90347988252,208110.62792958203,208105.76611065606,208404.30533573497
174.0,194284.65957236761,193664.5598483326,193727.70960549376,193664.07689397797,194284.33931571455,208401.56870862382,208105.2509170546,208100.87227358262,208405.97191317478
175.0,194284.9078750944,193664.59826658637,193727.55696118827,193664.15360399568,194284.6382098547,208402.8355688288,208101.38291550276,208097.3072049552,208407.2615195524
176.0,194286.02101225013,193665.81626615272,193728.78179953306,193665.43221771866,194285.980455226,208405.04354629276,208098.84142301086,208094.97018032442,208409.3267699529
177.0,194286.63820386853,193666.3289365219,193729.2375806585,193666.0392775675,194286.70563226924,208406.70140879316,208096.16276412585,208092.61084259304,208410.9481509804
178.0,194286.65276202664,193666.52029014062,193729.26818204147,193666.26947401644,194286.71894667612,208406.0484700452,208091.7676631775,208088.33101962195,208409.83830546768
179.0,194286.723418698,193666.8491152849,193729.58620384615,193666.62477658197,194286.8539202614,208405.93158956763,208088.43348473083,208085.17507481397,208409.4889870449
180.0,194286.5950081254,193666.9999691872,193729.73054243438,193666.8051283055,194286.742821827,208405.99812811206,208084.99641500518,208081.95811666784,208409.26285316114
181.0,194285.6659420961,193666.93409604728,193729.73536263529,193666.7491320945,194285.78735732034,208405.90863420314,208081.5859737072,208078.8572579498,208409.00080643588
182.0,194285.1155056565,193667.0021833541,193729.93389017828,193666.84966790632,194285.29297201202,208405.87460717215,208079.04651720176,208076.53896587252,208408.75837752607
183.0,194284.7876505565,193667.51909017013,193730.7573107346,193667.4448139361,194284.95802399277,208406.9033169158,208078.79799170082,208076.4302648143,208409.68367920181
184.0,194284.4976891281,193667.76480978628,193731.1699064077,193667.7370077873,194284.69941352,208408.05242227582,208077.75585315598,208075.56245761894,208410.597632076
185.0,194284.38675558942,193668.13995823334,193731.67462111585,193668.17216392775,194284.67819210383,208409.5482361939,208076.67725292488,208074.7231659786,208411.95721280726
186.0,194284.32921225845,193668.63608704257,193732.32515883364,193668.7111573894,194284.6856531867,208411.0444683032,208076.241239222,208074.47338618076,208413.297723867
187.0,194284.33651948982,193669.276262147,193733.12489129056,193669.35536421105,194284.74118675353,208412.57048894896,208076.34136411012,208074.7706778124,208414.7242988685
188.0,194284.34518908156,193670.10498896328,193734.21700682063,193670.2061523055,194284.76415179923,208414.2925650279,208077.25901277398,208075.93975870762,208416.3099986211
189.0,194284.37376651925,193670.65804676217,193734.96000473754,193670.78986317935,194284.81672911684,208416.01178550255,208077.93117993145,208076.73985073657,208417.92669726314
190.0,194284.19382994715,193671.45010606205,193736.19153727475,193671.62435620994,194284.61473910834,208417.5231557596,208079.16446001403,208078.1655352727,208419.3798058036
191.0,194284.11145833024,193671.9498316958,193736.87776680494,193672.1123327798,194284.51955999655,208418.79035575961,208079.32539936242,208078.4805004636,208420.5723366466
192.0,194283.92034498818,193672.40245634544,193737.5141693052,193672.5679707816,194284.34035382202,208419.82413942524,208079.6062675896,208078.92736685983,208421.41470242594
193.0,194283.61808017272,193672.83501220128,193738.16082943222,193672.99600193146,194284.05314410946,208420.68694250128,208079.99614135746,208079.48186662054,208422.1445754806
194.0,194283.212205148,193673.23403936074,193738.8367940985,193673.42303607348,194283.69377820354,208421.53467985644,208080.66042365163,208080.29943723392,208422.89025852107
195.0,194282.78236559016,193673.63875455185,193739.5381373192,193673.85121583924,194283.29751890103,208422.46645673766,208081.64781291888,208081.38048724082,208423.69609946792
196.0,194282.34931953513,193674.04844598827,193740.251308544,193674.2639603607,194282.85916563027,208423.55283091898,208082.92722755088,208082.77362874118,208424.67668429104
197.0,194281.96544266885,193674.5980497777,193741.19182088808,193674.84825960334,194282.46980739792,208425.1118915131,208085.0494796271,208085.02089232393,208426.1572955561
198.0,194281.68845233417,193674.98879827448,193741.84794570995,193675.25701828246,194282.19280350543,208426.64373059483,208086.8743137748,208086.9214369042,208427.61022620797
199.0,194281.53339948016,193675.57080922124,193742.75139111752,193675.8497241035,194282.03660758695,208428.60148867528,208089.1674242888,208089.31408066174,208429.5007601746
200.0,194281.41331201993,193675.9889248639,193743.41008045804,193676.28489525404,194281.9098446344,208430.41309979133,208091.38343463425,208091.61044593123,208431.2194322013
201.0,194281.30154112668,193676.4528996009,193744.11863070924,193676.75281037187,194281.81363570326,208432.20718132908,208093.42765392264,208093.7218032104,208432.9329154013
202.0,194281.18509177162,193676.92744797945,193744.84391664906,193677.2251519199,194281.6867003109,208433.8843126619,208095.65034456312,208096.0025327807,208434.55031808902
203.0,194281.04740798945,193677.3948869612,193745.56024304798,193677.68509413165,194281.53933062812,208435.48962169117,208097.96400210023,208098.35723732298,208436.1029046633
204.0,194280.88999295025,193677.83314662852,193746.26571091963,193678.12367491153,194281.37300562538,208437.0334888529,208100.27793434617,208100.71715973955,208437.63291539025
205.0,194280.71800376385,193678.23424366265,193746.92016562598,193678.53640093337,194281.19621267868,208438.5416169025,208102.5713513469,208103.06699205004,208439.11905064847
206.0,194280.53299759355,193678.61132093205,193747.54342883488,193678.91245336772,194281.00894074322,208440.00632932346,208104.85480699677,208105.40160207803,208440.57454312735
207.0,194280.35396724218,193678.95134293652,193748.12317396025,193679.2554497496,194280.81880505758,208441.43711504265,208107.11932503618,208107.71151767124,208441.99043466416
208.0,194280.20990293304,193679.2314495792,193748.59465621354,193679.53907350564,194280.67020483923,208442.8111867027,208109.35899364064,208109.99503648328,208443.3385323899
209.0,194279.93803428343,193679.6248334017,193749.32942308483,193679.9433723702,194280.35808126838,208444.2121230398,208112.0293818648,208112.7407144575,208444.85796172867
210.0,194279.78972276355,193679.87790534188,193749.77319915814,193680.19841372923,194280.1955724118,208445.49519821856,208114.24966297188,208114.96811294966,208446.1322205482
211.0,194279.63039310387,193680.08439485874,193750.11740350226,193680.37851634025,194280.0305815463,208446.64346351929,208115.9435548088,208116.63014175164,208447.21946549314
212.0,194279.48756942432,193680.2569461358,193750.42542799754,193680.53803326385,194279.88024445207,208447.685063162,208117.8718932424,208118.57576976463,208448.23434237967
213.0,194279.07273182026,193680.32188241358,193750.71460697497,193680.593833856,194279.43659327677,208448.52876042278,208119.74797698625,208120.45450152847,208449.1563455055
214.0,194278.85022355712,193680.40252358117,193750.92643289908,193680.66922411596,194279.21309933325,208449.3543840731,208121.45951204878,208122.14679249265,208449.96992140537
215.0,194278.82233033804,193680.5901587416,193751.2205475305,193680.8343007419,194279.1662913129,208450.821452574,208123.5042119469,208124.1866567099,208451.41480353812
216.0,194278.75757383378,193680.71505040705,193751.43905558408,193680.945464899,194279.0790569077,208451.98190054775,208125.5676052518,208126.21266246188,208452.58279321544
217.0,194278.72710306177,193680.8460983852,193751.6520791835,193681.06499134982,194279.0355496867,208453.11665993248,208127.54299341526,208128.1514358883,208453.71445363664
218.0,194278.70043027995,193681.0330721298,193751.95411596316,193681.23855518925,194278.99922748454,208454.23583208123,208129.37895356864,208129.9544783675,208454.85220884386
219.0,194278.69973195676,193681.16484031267,193752.16719967098,193681.36382974414,194278.98179182035,208455.21873727193,208131.25071731184,208131.81460089248,208455.86929379363
220.0,194278.66257164703,193681.30292896894,193752.4213034255,193681.4935560793,194278.9219960345,208456.2624320789,208132.94722825475,208133.47685840845,208456.9407103893
221.0,194278.65747977325,193681.40950281333,193752.607840144,193681.59510771354,194278.89770700072,208457.11827014468,208134.6812367031,208135.1830442137,208457.8319187833
222.0,194278.54078217526,193681.42321920927,193752.71128983772,193681.5861896783,194278.7392188232,208457.88351723453,208136.2116243702,208136.70845073013,208458.71296551533
223.0,194278.4848288829,193681.47203163654,193752.82171291934,193681.62234082262,194278.66665850015,208458.5122601043,208137.66272915096,208138.12845914974,208459.40238542238
224.0,194278.42512913025,193681.50457407653,193752.90665554628,193681.64652981315,194278.5916074628,208459.10788983296,208138.94771288554,208139.3978704371,208460.04588919584
225.0,194278.35276202677,193681.51420197028,193752.96184813714,193681.65150004547,194278.5183562404,208459.72800970756,208139.95285681903,208140.34082415688,208460.6579355057
226.0,194278.3035215774,193681.50802002312,193752.99122998305,193681.6431212252,194278.4695986894,208460.15693229245,208141.06331455553,208141.4298816603,208461.11780120098
227.0,194278.25923334522,193681.49282034516,193753.00472919742,193681.6292075911,194278.42804864977,208460.5915399692,208142.04142403838,208142.36723714785,208461.5561294375
228.0,194278.20516410054,193681.43264556752,193752.9667956473,193681.56904493456,194278.37411008085,208461.07975778935,208142.81748645625,208143.09972615348,208462.05377674135
229.0,194278.16931081295,193681.38107849073,193752.92721963086,193681.5157484346,194278.33675233295,208461.40003412496,208143.67535532336,208143.91737298586,208462.37436585382
230.0,194278.13460211392,193681.32546683092,193752.87742851977,193681.458926402,194278.29774950177,208461.71106262947,208144.45911692653,208144.6485186233,208462.68981935113
231.0,194278.09349016388,193681.2306005518,193752.77715118395,193681.35440372198,194278.24146362717,208462.16702505137,208145.16059527418,208145.28715296992,208463.17099433916
232.0,194278.07236237678,193681.15446116158,193752.6912344576,193681.26979763628,194278.20443294174,208462.43850259273,208145.86187900038,208145.94081156218,208463.4708962836
233.0,194278.0602961823,193681.08551171812,193752.6089298876,193681.1905244728,194278.17189447177,208462.72471090566,208146.50953310757,208146.53791229607,208463.763361488
234.0,194278.0748671696,193680.99992062006,193752.49668003613,193681.0942510309,194278.16160649483,208463.18243105308,208147.07753035388,208147.06629109877,208464.24993255353
235.0,194278.0965198572,193680.93118352088,193752.40061155328,193681.01298914716,194278.1618715165,208463.4665173387,208147.65621292574,208147.6015690389,208464.57556627563
236.0,194278.1266083499,193680.87217970967,193752.31455211376,193680.94483162602,194278.1735695788,208463.76109077458,208148.17957915453,208148.0827983624,208464.89977374175
237.0,194278.19373789895,193680.80705995017,193752.20914647414,193680.871542608,194278.2314681686,208464.18031250616,208148.6076138334,208148.4675144316,208465.35311690782
238.0,194278.25673822183,193680.7518861584,193752.11574722768,193680.80939411809,194278.28377356156,208464.43387681362,208149.04148975448,208148.86529163376,208465.6386580616
239.0,194278.34826679708,193680.6910081058,193752.00437748287,193680.74413866698,194278.37522850395,208464.7782362536,208149.35558832443,208149.14743026832,208466.01004825605
240.0,194278.42738578227,193680.6416669637,193751.91247901,193680.69070093465,194278.4509366629,208464.9967062933,208149.68231009372,208149.44370779698,208466.25135558448
241.0,194278.44914359873,193680.50930260544,193751.6846296269,193680.5321989069,194278.4722886224,208464.90219473344,208149.5056660223,208149.24390948212,208466.16744073053
242.0,194278.4707295168,193680.42773482762,193751.5625164698,193680.44736754053,194278.4957405706,208464.8293453954,208149.53602988695,208149.24202731557,208466.09784549958
243.0,194278.4767694376,193680.33828398836,193751.44386769697,193680.36304296085,194278.49636697696,208464.86597162613,208149.5366912958,208149.21293670553,208466.15434718184
244.0,194278.48317111091,193680.26013501908,193751.33378938207,193680.28600198354,194278.5020337107,208464.82305705818,208149.51355825053,208149.16495721028,208466.13232432643
245.0,194278.51874027465,193680.11061541655,193751.09528548608,193680.12774208552,194278.53365160854,208464.86241950415,208149.36636635335,208148.98833644326,208466.18103640268
246.0,194278.53219944536,193680.02470052618,193750.97121123463,193680.04058237604,194278.54268122555,208464.84416408738,208149.313525726,208148.90864643172,208466.16772289807
247.0,194278.5574058248,193679.95802951418,193750.87512147933,193679.97820191382,194278.56347410125,208464.92691651563,208149.29222781293,208148.8637657706,208466.2693614008
248.0,194278.58498871597,193679.89379689883,193750.77894095518,193679.91704189221,194278.5880550775,208464.9526810376,208149.23890347988,208148.7840138493,208466.31484090176
249.0,194278.72250241556,193679.85459052766,193750.66140848794,193679.87144442668,194278.72756824375,208465.0821618017,208149.124014223,208148.64753470523,208466.44501431182
250.0,194278.79106088754,193679.81202461524,193750.57700279108,193679.8304173103,194278.79256435408,208465.1255429364,208149.03779321615,208148.54073196455,208466.4906775285
251.0,194278.80957387548,193679.70721773885,193750.43210194586,193679.73604313208,194278.80866422137,208465.0233439099,208148.67522183608,208148.15698144241,208466.387849415
252.0,194278.84150399067,193679.6495431395,193750.3378630908,193679.67810144686,194278.84009851646,208464.9189718378,208148.42865514403,208147.89068713447,208466.29056818972
253.0,194278.8615840355,193679.58089069807,193750.22365257965,193679.60671463306,194278.8573819959,208464.84023012282,208148.16666072735,208147.60662059937,208466.22488878213
254.0,194278.88343472127,193679.5081298936,193750.10517178813,193679.53325019564,194278.87920021862,208464.75837078725,208147.86996226048,208147.29206614895,208466.15047512777
255.0,194278.91060345486,193679.4372157797,193749.98807555635,193679.46281449494,194278.9074552378,208464.683799712,208147.5622589332,208146.97083787914,208466.08033875734
256.0,194278.9329138945,193679.38083376575,193749.89403236023,193679.40527028023,194278.93050069056,208464.59776970657,208147.26772957772,208146.66133368484,208465.99646517597
257.0,194278.9966549074,193679.30665871038,193749.7512703026,193679.329912692,194278.9973996949,208464.5636752549,208146.8710967737,208146.2525764949,208465.94451764025
258.0,194279.03211945045,193679.2553137619,193749.65823854765,193679.27630329787,194279.0332645705,208464.48862788372,208146.55649045392,208145.9272124191,208465.865418669
259.0,194279.06599865173,193679.21325103907,193749.57674771704,193679.2315837287,194279.0652238273,208464.42412873937,208146.2476139058,208145.60673626387,208465.80103727093
260.0,194279.09607789398,193679.17633566755,193749.50593548216,193679.19322642623,194279.09421321098,208464.34061966214,208145.92801586766,208145.27630295666,208465.71644235658
261.0,194279.11971161093,193679.10853432806,193749.3864396629,193679.12592444752,194279.12307253073,208464.16591662407,208145.43199745187,208144.77707928847,208465.53460922063
262.0,194279.13088234104,193679.0664455673,193749.31650830782,193679.08349075165,194279.13701039078,208464.01453585282,208145.04890531918,208144.39080087363,208465.38381207496
263.0,194279.13836122,193679.02929814032,193749.2552233921,193679.0474624635,194279.1471056241,208463.87687307672,208144.68026877072,208144.01859979855,208465.24803988944
264.0,194279.14352279558,193678.99478691397,193749.1997691592,193679.01539313342,194279.1542420919,208463.75395126105,208144.32782770618,208143.6627393865,208465.13053563423
265.0,194211.33376810965,193678.9622676458,193725.80378306366,193678.98649583285,194211.35096986024,207864.8063036772,208143.9899791545,208143.32198325216,208186.31231689238
266.0,194217.42005770505,193685.62709289364,193736.50966192316,193691.40925179672,194223.2436400121,207864.99290702795,208157.80582894728,208150.16977095313,208198.62401963287
267.0,194225.135423538,193693.1246959656,193750.9812123098,193704.60132214392,194237.5790880589,207863.80342117097,208171.9440095098,208155.82287338306,208210.52495685813
268.0,194228.0210552898,193696.0376256725,193756.69605770503,193709.36947044477,194243.60230181052,207862.94611624448,208173.8362998579,208155.3827413009,208212.11597096114
269.0,194227.8797285408,193695.83002926526,193756.1242494166,193709.3259054783,194243.80448695493,207862.60720769665,208173.8735398442,208153.75125175936,208210.90784336306
270.0,194225.53020488966,193693.17907433354,193751.47965299245,193705.44038987492,194240.15218187,207863.16989529613,208170.35677042455,208150.34128090198,208206.34465458945
271.0,194222.21740575405,193688.23977874103,193742.83153342205,193696.4718867446,194232.95904907776,207864.4186428085,208164.203327944,208145.98708454595,208201.7482548494
272.0,194217.98370267867,193682.19034408522,193732.18382992625,193686.51990313552,194224.41666887695,207866.49470951955,208159.4172592271,208140.74023277778,208197.43427598244
273.0,194214.48017898202,193676.7632664234,193722.74063212157,193676.54242818893,194216.05138252897,207868.78479580965,208155.27095804623,208135.61667480777,208194.9939930751
274.0,194212.25935661266,193672.15973108305,193715.00386152533,193668.23458957425,194209.90103832798,207871.1987469301,208153.86284385851,208131.63559504444,208194.6160242827
275.0,194212.11605859493,193669.76221034443,193710.53904267988,193663.40155562796,194206.67455649175,207874.20914279248,208154.03980471,208128.99318830957,208196.31393805
276.0,194214.2209326991,193670.06281884972,193709.06319418742,193661.43672379822,194206.68579008852,207878.17591131665,208156.62958247738,208128.6778282185,208199.98235459148
277.0,194217.0156103188,193671.491028645,193708.5242765401,193660.20770471584,194207.64752735163,207883.71763582964,208160.61938223234,208130.7582733569,208205.3834080902
278.0,194220.2713097645,193673.54682429068,193708.73777102196,193659.26557450934,194208.53303290615,207890.4463673796,208165.64448386594,208134.9784682693,208211.87883385684
279.0,194223.4448048881,193675.17237107796,193707.83576139074,193657.94809486368,194209.12016618843,207898.89171002025,208170.65589742005,208140.70423960278,208219.05474536022
280.0,194226.43156029042,193676.60868964813,193706.19186483073,193655.7710181895,194209.25169154484,207908.32687965583,208175.74134799125,208147.3872360768,208226.52377023693
281.0,194228.78265846125,193677.1290379086,193703.59999106478,193652.5220432004,194208.30564152444,207918.66541948862,208180.25334473545,208154.17694823004,208234.1216666745
282.0,194230.96747107443,193677.167860207,193700.02464511455,193648.28619641354,194206.7539471907,207929.69391775312,208184.46864976652,208161.66324050754,208241.42425591138
283.0,194233.43516111127,193677.02849530368,193695.8176578009,193643.41308121002,194204.82207099226,207940.74238117598,208187.3335860954,208168.14797687854,208247.22899692587
284.0,194236.33504741543,193677.1150081852,193692.11590502187,193638.91479352466,194202.95943781052,207952.61203820253,208191.71482228706,208177.38518079274,208255.25722746027
285.0,194239.96112555507,193677.6339575802,193688.5566528354,193634.2384208916,194201.00523864408,207965.23308551044,208196.54352668716,208187.7041954593,208263.0837678917
286.0,194244.00516096936,193678.59827800296,193685.6635633309,193630.28145696063,194199.34335754137,207979.10367962305,208203.3714463919,208201.0748954212,208273.37026919832
287.0,194248.0983461566,193679.74079065854,193683.1932213975,193626.70024391823,194197.5860512371,207994.2571103042,208212.44224384497,208217.65666560442,208285.6867131558
288.0,194253.4854653037,193681.59858852354,193681.2529533044,193623.31910500184,194195.93760784148,208010.28857960564,208223.02785465898,208236.08707542755,208299.08004620235
289.0,194258.53207081757,193683.3452593465,193679.26678075863,193620.13604911056,194194.12559741855,208029.03632929176,208237.93451525923,208258.8707329939,208317.03107314958
290.0,194263.69285322883,193685.1353830413,193678.03395210713,193617.6278453361,194192.6438897281,208050.0018587718,208256.85070460776,208285.15570876424,208338.68424113543
291.0,194268.86977014193,193687.02941156705,193676.99916586024,193615.43436459103,194191.278984636,208073.16698130197,208280.15625943732,208314.4990756476,208364.05463061878
292.0,194274.02201983778,193689.2103305747,193676.5238008842,193613.90742564676,194190.10493261178,208098.64805577934,208307.61523314947,208346.21213647528,208393.33685448955
293.0,194279.38440398287,193691.4247442121,193676.38999737517,193612.6698924391,194188.8868186667,208126.60361203278,208339.69205488064,208379.60648921953,208426.46472066845
294.0,194284.53429205067,193693.62540981566,193676.52735818468,193611.88502108763,194188.19436288893,208156.48878552177,208376.38807828462,208414.2369567241,208463.41201959044
295.0,194289.5459930488,193695.81889420198,193677.19981062546,193612.01886572983,194187.8799352321,208188.47132224252,208416.96552357837,208448.96671785376,208503.60094621315
296.0,194294.6589317204,193698.37590053622,193678.76118087108,193612.6173599595,194187.807627777,208221.02982103138,208460.05782646924,208482.3928342681,208545.75904443176
297.0,194298.46287717632,193700.3057655393,193679.69388519373,193613.15634535303,194187.2109755597,208254.89614334033,208505.7790774851,208514.4032582034,208590.05097278603
298.0,194301.94849782376,193702.28645272917,193681.86639989688,193614.89325597824,194187.75660531383,208287.97801397427,208551.90075655372,208542.2815131779,208634.0938339723
299.0,194304.31292098705,193703.72691859785,193683.77345132668,193616.5009998075,194187.82679440238,208320.09110393602,208597.24835980125,208566.03209791007,208677.15404591855
300.0,194305.61252208822,193704.7378083697,193685.83159363832,193618.489084911,194188.30179042422,208349.94967383723,208640.2893127226,208583.9708247329,208717.42149972028
301.0,194305.83596729828,193705.58660988254,193688.0727607171,193620.71046773304,194189.11737863495,208377.55617084666,208680.10359247623,208595.8659031797,208753.90720419429
302.0,194305.6172246209,193706.15760283635,193690.6353152109,193623.57064301163,194190.3539417016,208402.17833486974,208715.7559128556,208601.40728803605,208785.9472091579
303.0,194304.8964849205,193706.66753444794,193693.42702433106,193626.69463177313,194192.03725859418,208423.50467046554,208746.50834032174,208600.66824839415,208812.79487185593
304.0,194303.23543406045,193706.8137605109,193696.4859651075,193630.154359301,194194.1833326221,208441.74293384881,208772.61247567,208594.7399787709,208834.6744674269
305.0,194301.3353808222,193706.98254925327,193699.36749044742,193633.49112293794,194196.16460762158,208455.80902323785,208791.5152850626,208581.13416002362,208848.603037918
306.0,194299.41410984128,193707.18301849498,193702.7754931422,193637.4494644091,194198.89587338956,208466.63107429352,208805.5165162508,208563.66354952642,208857.80759199482
307.0,194297.29543075062,193707.28448686888,193705.82603830396,193641.0673034005,194201.20945346402,208473.15445696295,208812.7797365803,208540.10717814465,208859.21552504122
308.0,194294.94757580664,193707.4811557129,193709.3620038138,193645.20311601608,194204.28123042377,208476.64397154818,208815.87293918338,208514.59837016964,208856.53640454373
309.0,194292.4214226546,193707.55948736408,193712.54575099508,193648.9114929545,194206.80594897407,208476.48779589246,208813.18577624153,208485.17481939896,208847.77937240177
310.0,194290.024974233,193707.70426644688,193715.66157695078,193652.6057048887,194209.4435840748,208472.8620767899,208805.4290170924,208453.19706788208,208833.89714723066
311.0,194287.69242633804,193707.90682017218,193719.14135990845,193656.727891553,194212.6096285002,208467.54213627975,208795.60043194337,208421.83339426416,208818.24193036873
312.0,194285.19970390407,193708.0554647237,193722.19415937434,193660.36783882824,194215.32755093466,208459.25926875527,208781.56421173262,208388.79068571472,208798.07506284915
313.0,194282.58487607248,193708.15317866293,193725.60468365962,193664.4210375862,194218.51608241486,208450.02505970467,208766.65109563604,208357.89046194096,208777.51584587764
314.0,194279.9338949264,193708.0084702392,193728.42297299404,193667.91461207945,194221.25983115705,208438.6330947443,208748.95471696262,208326.41921262594,208754.22238250892
315.0,194277.0883945911,193707.88646029623,193731.54119560844,193671.8095607051,194224.3475698363,208426.92830617074,208731.33272965119,208297.5364995753,208731.5228780417
316.0,194274.47866309187,193707.72181215129,193734.14794387802,193675.13724282125,194226.94933758595,208413.69140135916,208712.11703399153,208269.2103530464,208707.3997140067
317.0,194271.83457779227,193707.68590987104,193737.1173459586,193678.7877255163,194229.88296280405,208400.87187825263,208694.03923513606,208243.53536140683,208684.87480570987
318.0,194269.16940818596,193707.30783312625,193739.46846810123,193681.88135716796,194232.38710245644,208387.02393153316,208675.07841030005,208219.06761085673,208661.75597475423
319.0,194266.12444658086,193706.73348320508,193741.9380571504,193685.1979541021,194235.18277599342,208373.65240170705,208658.06939215792,208197.12102088146,208640.74816365476
320.0,194263.64000582814,193706.3743503908,193743.76202536997,193687.7062987506,194237.12636978066,208359.23734967393,208639.11833940522,208176.00344900694,208618.50060551983
321.0,194261.2169378308,193706.03207694387,193746.20324505548,193690.8831291396,194239.91273467403,208346.22204366804,208624.45552362478,208157.59019947823,208600.65266962606
322.0,194258.99725253772,193705.66573301848,193747.7715218328,193693.0734972474,194241.63230187603,208332.306665004,208607.39908716286,208140.05332452827,208581.09466866666
323.0,194255.6910042316,193704.58242398023,193749.6273757674,193695.6095969689,194243.6959524198,208318.84018128848,208593.3468415609,208124.20624227074,208564.46391376015
324.0,194253.42873695932,193704.02667907983,193751.00227322732,193697.56745364075,194245.27773141465,208305.18558447604,208578.38180744683,208109.26891303714,208547.8463813927
325.0,194251.66794722073,193703.6560519619,193752.55431456823,193699.74166302965,194247.21161315156,208292.3124981136,208565.46342463052,208095.94246890806,208533.79882674682
326.0,194250.0442924453,193703.3392330997,193754.07410092378,193701.88216111858,194249.14767807437,208279.92374896078,208553.7110639772,208084.40000945784,208521.0888576849
327.0,194248.44640175634,193702.93969634303,193755.43390912324,193703.81965956368,194250.8733206593,208267.94994181744,208542.8235815744,208074.06754979017,208509.6664516944
328.0,194246.77524392615,193702.44235641157,193756.61608535127,193705.67913283673,194252.6061708135,208256.1299463919,208532.72601766928,208064.86991277488,208499.31172614626
329.0,194245.06525219698,193701.9247070184,193757.75157665642,193707.4007564927,194254.21764225507,208244.49349968304,208523.1435304674,208056.36522544047,208489.91218809463
330.0,194243.46328598214,193701.31625132493,193758.76884610637,193708.9789447664,194255.70085530783,208233.00716872804,208514.08600328892,208048.6716838591,208481.4138071569
331.0,194241.86250704047,193700.7133830152,193759.6697187458,193710.4181462831,194257.13168803914,208221.65492366074,208505.57233094532,208041.7075719415,208473.75659721627
332.0,194240.3224642284,193700.02153390288,193760.39992308273,193711.7856909902,194258.509725866,208210.5461707067,208497.62188721006,208035.47165781714,208466.88333889854
333.0,194238.8480027082,193699.34400384186,193761.10517301457,193713.02313398506,194259.76826588725,208199.70560420566,208490.14594976674,208029.89394602797,208460.7792089207
334.0,194237.52351371595,193698.71454696005,193761.7075146658,193714.14217557665,194260.93617271638,208189.17402687744,208483.26209347308,208025.02344829988,208455.40828139518
335.0,194236.3172282668,193698.11981341243,193762.2791034644,193715.19750790842,194262.0480850138,208178.89238889108,208476.7916349772,208020.7345325818,208450.64528845513
336.0,194235.2568511372,193697.57068863983,193762.77848179464,193716.15771388914,194263.094471757,208168.9204020928,208470.7547964792,208017.02903299168,208446.4858544108
337.0,194234.28723209852,193697.01762226076,193763.19504841324,193717.0464203453,194264.0761979943,208159.18901908433,208465.08609413958,208013.85900998284,208442.84346148258
338.0,194233.507774071,193696.60477709584,193763.53530453227,193717.77616959062,194264.87483196775,208149.7562521469,208459.37464657836,208011.15860841968,208439.30313197625
339.0,194232.3646695881,193695.70261462044,193763.7677923087,193718.53181887,194265.89968998433,208140.17155361135,208454.76088734984,208009.16675426494,208437.24413991038
340.0,194231.53613948345,193695.19514172437,193763.91389230048,193719.07595312275,194266.5181575427,208130.97309376916,208449.43724384072,208007.16096114472,208434.3635792064
341.0,194230.8295732762,193694.75042395343,193764.09071084636,193719.6084059495,194267.14945629294,208122.0069784696,208444.2402164601,208005.15341205604,208431.6147063205
342.0,194230.27841264327,193694.3688412305,193764.43056514158,193720.283680731,194267.98855536664,208113.40839416377,208439.86653609347,208003.56088161995,208429.79462034232
343.0,194229.83794779205,193694.05060566953,193764.58781813591,193720.7552389153,194268.5469100704,208105.20675113314,208435.26885785518,208002.6152353046,208427.78789252235
344.0,194229.5027251277,193693.71587293982,193764.84270420772,193721.31246758698,194269.2940712153,208097.10828218574,208431.42627485393,208001.90756672723,208426.56564428148
345.0,194229.23992367825,193693.4624851199,193764.9688382714,193721.69701192962,194269.78301768083,208089.44846537,208427.31578078537,208001.57995735185,208425.0892409513
346.0,194228.91833340956,193693.09932861786,193765.10964200058,193722.11651920265,194270.35606091123,208081.61751780787,208423.5419348605,208001.16764615895,208423.99893735832
347.0,194228.69476177,193692.84021781007,193765.13855070874,193722.38206540124,194270.74664539052,208074.36440338191,208419.57528471015,208001.17877802684,208422.78424316057
348.0,194228.36765334848,193692.4314867821,193765.11790065913,193722.6072415967,194271.18143685555,208066.87462717338,208415.82063532714,208000.95929924774,208421.8167762182
