"Iteration","volume avg. inflow (row-1_turbine-1) Monitor: volume avg. inflow (row-1_turbine-1) Monitor (m/s)","volume avg. inflow (row-1_turbine-2) Monitor: volume avg. inflow (row-1_turbine-2) Monitor (m/s)","volume avg. inflow (row-1_turbine-3) Monitor: volume avg. inflow (row-1_turbine-3) Monitor (m/s)","volume avg. inflow (row-1_turbine-4) Monitor: volume avg. inflow (row-1_turbine-4) Monitor (m/s)","volume avg. inflow (row-1_turbine-5) Monitor: volume avg. inflow (row-1_turbine-5) Monitor (m/s)","volume avg. inflow (row-2_turbine-1) Monitor: volume avg. inflow (row-2_turbine-1) Monitor (m/s)","volume avg. inflow (row-2_turbine-2) Monitor: volume avg. inflow (row-2_turbine-2) Monitor (m/s)","volume avg. inflow (row-2_turbine-3) Monitor: volume avg. inflow (row-2_turbine-3) Monitor (m/s)","volume avg. inflow (row-2_turbine-4) Monitor: volume avg. inflow (row-2_turbine-4) Monitor (m/s)"
28.0,1.0360093762503104,1.0485291874710712,1.0533397335486463,1.048806576500725,1.037998706350077,0.9713367155343915,1.1209252675880255,1.1276915210609801,0.970661685790679
29.0,1.0345100897847133,1.0465642991279664,1.0513890558251595,1.0468409229769395,1.0364538265113419,0.9871198901650802,1.1263063518209715,1.1324066398220682,0.9874091712469627
30.0,1.0331392843187683,1.044794908793021,1.0496076782855124,1.0450623647875295,1.0350563134743442,1.0023741532067694,1.1315382659522741,1.1369003237823803,1.003401526367632
31.0,1.0318681452882579,1.0428534429682066,1.0476546832342133,1.0431399597012292,1.0337380276104147,1.0170765988422132,1.1364317480457446,1.140988340064031,1.0188763564404477
32.0,1.0306301014288304,1.0408913361431915,1.0455808758366154,1.0411998730197622,1.0324857556603493,1.0315413301833425,1.141028840371457,1.1446981144265453,1.0337996586093154
33.0,1.0294744677428416,1.0390564392200565,1.0436380789923048,1.0393584530229876,1.0312957295101142,1.0461261396775985,1.1454450117276866,1.1481381997507256,1.0484994977267184
34.0,1.0283395130849031,1.037126552909973,1.0415673798990257,1.037468509770351,1.0301579193177226,1.06073951162041,1.1495416282177715,1.151251624927293,1.0630298029685947
35.0,1.0273077460115274,1.0353109829874463,1.0395566130698644,1.0356225399950467,1.0290589241409638,1.0750546698523415,1.1532668017902206,1.1539542479015832,1.077004926146327
36.0,1.026368021802277,1.0335572624395457,1.0376101100487432,1.033866554665529,1.028032236050734,1.0890672144413418,1.1566467399065499,1.1563516388293722,1.090494238001251
37.0,1.0254676291980078,1.0318458509869362,1.0356516194194367,1.0321517887323417,1.027072023359494,1.102230264769235,1.1595849325975018,1.1583905564243915,1.1030465067283861
38.0,1.0245769225323103,1.0301557776498318,1.0337277635994302,1.030488809341315,1.0261731145203485,1.114254130491029,1.1620418437374538,1.1600447540905898,1.114409528906487
39.0,1.0237408126550331,1.0285966557341932,1.0319354445181457,1.0289161921110594,1.0252572964587126,1.124608115281929,1.1638751815889843,1.1611840184061641,1.124143826948842
40.0,1.0228780862585696,1.027028112524686,1.0301048198901506,1.0273434461448445,1.0243417005459032,1.1331452491038014,1.1652386487721327,1.1619556424384412,1.1321126247602138
41.0,1.0220552050457998,1.0256376293467535,1.0284955284047832,1.0259350681292088,1.0234633478941768,1.1394677256373096,1.1659717373102008,1.1622611190386203,1.1380654213558778
42.0,1.02125722600528,1.0242172130671194,1.026827808814016,1.0245350778179516,1.0226015212893982,1.1437797459072898,1.1662008397609003,1.1622185563998182,1.1422555701342216
43.0,1.020439757293564,1.022917435460904,1.0253008483218673,1.0232156722960617,1.0217453621414407,1.1463303935242486,1.165798219778685,1.1616748258690026,1.1447684454858984
44.0,1.0196622951469478,1.0216689384206261,1.0238476580015827,1.0219635120114008,1.020906918817247,1.1472373153002564,1.1647995120819403,1.1606245069974492,1.145724710458318
45.0,1.0189065801579233,1.020489103541291,1.0224720247724317,1.0207771398379297,1.0200915344375383,1.1468105741718237,1.163221687255459,1.1590715492499852,1.145421222223418
46.0,1.0181759509875552,1.019374808386265,1.021172076019981,1.0196614643492499,1.0193009433143558,1.14526605804589,1.161043603686954,1.156955473930122,1.1440796719649762
47.0,1.0174783324084884,1.0183331317294027,1.0199574537692964,1.0186071341036678,1.0185515382528236,1.1429312468000783,1.158312980433731,1.1542867568223527,1.1418865038562775
48.0,1.0167684232851926,1.01730404924763,1.0187715499094456,1.0175704594901178,1.0177736072031343,1.139799658461667,1.154943637484985,1.1510155358395235,1.1389522740419717
49.0,1.016090224998021,1.016347257073787,1.0176535906827386,1.016592358587342,1.0170345456838206,1.1361648603315118,1.1510954081793037,1.1472625580152713,1.1354620461777434
50.0,1.0154232524777977,1.0154405984118327,1.0166265697471522,1.0156825070822533,1.0163229787479164,1.1320699082567678,1.146795881998522,1.1430716782445027,1.1315377952267274
51.0,1.0147808194103187,1.0145683374356387,1.0156364764704595,1.0148107954181935,1.015631505827991,1.1276939571789077,1.14223661327973,1.138625965157637,1.1273281971420617
52.0,1.014144610338327,1.0137228954920414,1.0146789202389488,1.0139538109713524,1.0149594387099532,1.1231546956207683,1.1374657537382262,1.1339771341163656,1.122949469009025
53.0,1.0135378515164104,1.0129472906363823,1.0138106846365509,1.0131792978332081,1.0142968177606988,1.118373196211548,1.1323842098152688,1.1290442479377305,1.118302248261709
54.0,1.0129838014226014,1.0122243425282786,1.012988875158554,1.0124267174828125,1.0137017959314285,1.113905395866702,1.127704979396769,1.1244824598254723,1.113993358211361
55.0,1.0124464843381777,1.0115107330043895,1.0121909461905367,1.0117123457275798,1.0131138411500475,1.1094942353633062,1.123011455119614,1.1199325199129953,1.1096977806425683
56.0,1.0119274915260266,1.0108463315113503,1.011441446841589,1.0110395655297624,1.0125549992523475,1.1051814907853292,1.1183204534365798,1.115376175490524,1.1054993274351148
57.0,1.0114345685788573,1.0101744754074227,1.0107068034068276,1.0103606235307314,1.0120381992694807,1.1013869842681043,1.1141993180018055,1.1113814310988126,1.101821773878046
58.0,1.0107685324616338,1.009357229052492,1.0098051479944787,1.009541123684859,1.0113186501211557,1.0971362801976587,1.1094691867006605,1.1067781123206781,1.0976150387361603
59.0,1.0102667110246,1.0087572100140063,1.0091465345196076,1.008923794900316,1.010777614522614,1.0933356698270944,1.1051460670996018,1.102618689856058,1.0938784194451925
60.0,1.0098182654773635,1.0081902512849716,1.0085292458447768,1.0083341094895204,1.0102831930280691,1.0899716855077506,1.1013221190017597,1.0989500856121635,1.090591311120063
61.0,1.0092776200418276,1.0075436544320986,1.0078334869251973,1.0076840544954757,1.0097241364722167,1.0863548591482346,1.097267140248985,1.0950233830248512,1.0870182516745543
62.0,1.0088748286662295,1.0070543534930902,1.0073046937851613,1.0071818552754779,1.0092794340739195,1.0831561289980816,1.0935683420234465,1.0914814944775104,1.0838634879284808
63.0,1.008505600653837,1.0065890709641543,1.0068059604077257,1.006708491747887,1.0088783300835698,1.0802270728428447,1.0901783123173499,1.0882148281055708,1.0809606532232237
64.0,1.0081645621346942,1.0061062616570908,1.0062957075907102,1.0062313109344694,1.0085063956148286,1.077584754164792,1.08711989757605,1.085282007276835,1.0783525059383494
65.0,1.0078240206563975,1.0056368053933118,1.005762281189071,1.0057262883108005,1.0081402741587728,1.0750525168968914,1.0841490486863,1.082425129224685,1.075816352812404
66.0,1.0075375604308834,1.0052225587224544,1.0053190079332766,1.005327742155676,1.0078221133775063,1.0726569040412344,1.081275597920344,1.07966316839004,1.0733955199288017
67.0,1.0072422086651553,1.0047966271182383,1.0048447598876087,1.0048988596597976,1.0075145626655242,1.0704772577792567,1.078652960332327,1.0771503648892375,1.0712028862357077
68.0,1.0070232827516832,1.0044771141860067,1.0044896243557413,1.0045667532380493,1.0072706162836593,1.0683643529086775,1.0760978169471769,1.0746930458023705,1.069046979427614
69.0,1.0067030196200932,1.0040569827076264,1.0040109021954584,1.00412269549568,1.0069171334927347,1.0660564373519696,1.0733378784741487,1.0720783073097202,1.0667551302442855
70.0,1.0064824243498507,1.0037713664588128,1.0036976217184055,1.0038260016042904,1.0066724086361991,1.064066578253494,1.0710066729374181,1.069827164265065,1.0647243807205258
71.0,1.0062691813891589,1.0034888923479441,1.0033912143260049,1.0035406517684744,1.006440677336086,1.0622865456019788,1.068936492711344,1.0678422947424058,1.0629077508781632
72.0,1.0060946172032348,1.003255467532108,1.0031332058069191,1.0033010885990166,1.0062496736297237,1.060574404931159,1.066963142030751,1.0659482803271796,1.0611450509588776
73.0,1.005943051777068,1.0030383675890562,1.002889251795627,1.003080993417229,1.0060836872404926,1.059016423526908,1.0652165808258665,1.0642736642089796,1.059564073940957
74.0,1.0058231310255012,1.0028564093694279,1.0026776130720643,1.0028999133377139,1.0059536329824514,1.0575056669299503,1.0635585251601631,1.062663427832743,1.0579919208997104
75.0,1.0057254503973083,1.0027154480107765,1.0025102568034785,1.0027508291183718,1.0058434884289873,1.0560166909309863,1.061939437450652,1.0610998142598291,1.0564578689581061
76.0,1.0056362367818847,1.0025900118680717,1.002363684689085,1.0026282020375301,1.00575093997682,1.0545749844165933,1.0604242102411485,1.0596441250071733,1.0549866667370151
77.0,1.005551377613255,1.0024853235045021,1.0022371293546284,1.0025196610514173,1.0056650329788182,1.053145329072983,1.0589926500302569,1.058258281098356,1.0535359327443117
78.0,1.005458302859784,1.0023944257609885,1.002128168336244,1.0024190939907662,1.0055522544996935,1.0517228865371975,1.057630774871781,1.0569508826408762,1.0521002170493796
79.0,1.005346226643334,1.0023111347790186,1.0020346991363847,1.002341880193637,1.0054538359377134,1.0502325188915125,1.056218285784951,1.0555899538146176,1.0505898634415287
80.0,1.00526441275989,1.0022437541470155,1.0019665648069926,1.0022765976934092,1.0053718781129612,1.0488154713887428,1.054941714231698,1.0543531326345383,1.0491592056315213
81.0,1.005194340791752,1.002216942998846,1.0019376662559727,1.0022426191399807,1.00528182832342,1.0474875402312116,1.0537796392446588,1.0532267759664269,1.0478190759180785
82.0,1.005133349471772,1.0021805651094045,1.001901855938467,1.0022070765331648,1.0052179976356441,1.0462136171616963,1.0526898227589299,1.0521755379778457,1.046540822169613
83.0,1.005074336038132,1.0021559976815726,1.0018737811183307,1.0021836257959313,1.0051601850255663,1.045032159537419,1.0516783999832648,1.051195079848841,1.045348845730512
84.0,1.0050134111207292,1.0021420717297909,1.001859587998357,1.002169209237281,1.005096722515586,1.0439357748397111,1.0507321428478096,1.0502867761632366,1.0442505914640978
85.0,1.0049621040911938,1.0021483358378405,1.00187087418594,1.0021710298332447,1.0050400908712218,1.0428734456725703,1.0498106275821102,1.0493970997616475,1.0431892835862477
86.0,1.004914157453766,1.0021594543789023,1.0018920193147123,1.002184897736782,1.0049930342552356,1.0419055789511205,1.0489334315803345,1.0485577612224097,1.0421982286685678
87.0,1.0048660773020852,1.002175178626328,1.0019212025936768,1.002201165985057,1.0049446994617848,1.0409961480254661,1.048099720598051,1.0477552103130727,1.0413015664393324
88.0,1.0048213170596947,1.0021968320545942,1.0019580340154661,1.002222804242844,1.0048961819188023,1.040172711530362,1.0473126550687242,1.0470053981593026,1.040471322326551
89.0,1.0047676042853133,1.0022422673931524,1.0020290709895003,1.0022658524116423,1.004843623209621,1.039380304226936,1.0465354491012635,1.046252836180386,1.0396690177493495
90.0,1.004724956349926,1.0022601699984828,1.0020631100248811,1.00228591068803,1.0048000059909186,1.0386985863256517,1.0458114139659065,1.045561826154341,1.0389754784576957
91.0,1.0046791856660542,1.0022785866688169,1.002094452579351,1.0023032883655174,1.004752150931752,1.0381344953266922,1.045178508932074,1.0449591603696933,1.0384205070915358
92.0,1.0046324239850057,1.0023040640302423,1.0021386322592103,1.0023304739277783,1.0047066944882068,1.037637176639599,1.0446003014556036,1.0444062519785773,1.0379177292207418
93.0,1.0045951452217314,1.002339958908952,1.0021940243331289,1.0023632889739644,1.004667149860684,1.0372178478477672,1.044063469652419,1.0438980925126646,1.0374998665901811
94.0,1.0045580537208594,1.0023735761129753,1.0022494301597142,1.0023984296924535,1.0046311235757202,1.036865023757587,1.0435694643478957,1.0434345210835214,1.037138747839442
95.0,1.004524690672934,1.0024118163848759,1.0023111682009405,1.0024375568547836,1.0045981939469948,1.0365859583492854,1.0431203401864666,1.0430065913890267,1.036838664264202
96.0,1.0044816724373231,1.0024606541394696,1.0023924875936905,1.002486227482747,1.004550501074325,1.0362990888658044,1.042644678584821,1.0425557402885082,1.0365422573254703
97.0,1.0044482753569932,1.0024859394228351,1.0024379867285922,1.0025120224535016,1.004515115452058,1.036095747255587,1.0422475033388952,1.0421815063328468,1.0363236854628595
98.0,1.0044123586153768,1.002508970511235,1.0024787926098242,1.0025336082165963,1.004478522681935,1.0359626176045182,1.0419065526171185,1.0418597320882381,1.0361797958169123
99.0,1.0043737742846461,1.0025321906826306,1.0025232702753775,1.002556453850352,1.0044396219492948,1.0358896888926241,1.0416141241398815,1.0415863072355962,1.0360946105833675
100.0,1.004341667823416,1.0025559453715829,1.0025661760394826,1.002579523881427,1.0044060302344595,1.0358470080187652,1.041360425402898,1.041349150630319,1.0360390004424935
101.0,1.0043087516822637,1.0025843354557467,1.0026164968528866,1.0026063210828,1.0043730539917852,1.0358516249789722,1.0411393032507918,1.0411444308408486,1.0360336359449442
102.0,1.0042823102964185,1.0026092647171045,1.0026630613447065,1.0026336138050471,1.00434666707319,1.0358755407546758,1.040956074618134,1.040973623011594,1.0360429299511384
103.0,1.0042562453682944,1.00263661090507,1.0027143746334444,1.0026601326393672,1.0043184014315318,1.0359330962168365,1.040795356105667,1.040825496006934,1.036088924221716
104.0,1.0042345119204017,1.0026614696747493,1.0027600078429595,1.0026850064384305,1.004294734190193,1.036004172212442,1.0406708600700296,1.0407087801574375,1.0361459092605387
105.0,1.004211944234744,1.0026856228226173,1.0028047181905333,1.002707853715562,1.0042686699811392,1.0360999746720874,1.0405585791439316,1.0406081740947521,1.0362285468100967
106.0,1.004192173745572,1.0027051981906145,1.0028433371887648,1.0027277894056623,1.0042472941538985,1.0362017511684856,1.0404796990648408,1.0405329431415382,1.0363178028116569
107.0,1.0041701276388273,1.0027237548622625,1.0028809230534967,1.002744835161143,1.0042229501178763,1.036321830901591,1.0404024382872505,1.0404647667397715,1.036430224181075
108.0,1.004150506354041,1.002739848503847,1.0029139948749413,1.0027597760134201,1.004200825044745,1.0364497676049642,1.0403515036734483,1.0404204811292168,1.036546836060715
109.0,1.0041315325357036,1.0027533308180017,1.00294398004002,1.0027724168964571,1.0041800839455963,1.036583182321618,1.040316081148197,1.0403879165657468,1.0366695197645082
110.0,1.0041132526890262,1.002764168803148,1.0029698499232969,1.0027825488359654,1.004159459392591,1.0367242620742012,1.0402913147641137,1.0403681686385204,1.0368011077790018
111.0,1.0040975403302457,1.0027731097478114,1.0029918906006858,1.0027906126399857,1.0041412672125323,1.0368631783427058,1.0402861635542242,1.0403653078328705,1.0369290545736463
112.0,1.0040802000334428,1.002779499577398,1.003011364017745,1.0027960378325527,1.0041214577650455,1.0370102542082018,1.0402745444357093,1.0403571464920536,1.0370690876889943
113.0,1.0040667835676433,1.0027856871659502,1.0030280310923636,1.0028009279659857,1.0041066106679384,1.0371474820634403,1.0402962108555143,1.0403790357790055,1.0371972074472264
114.0,1.0040507112358945,1.0027884300124463,1.0030422797438472,1.002802303335616,1.0040876414346525,1.0372972550073745,1.040292140381167,1.0403769453868577,1.0373396856332404
115.0,1.0040396625865906,1.0027914292450029,1.0030542161785718,1.0028041760715511,1.004074616574891,1.0374296440637207,1.0403237963261047,1.0404079420439338,1.0374661875848772
116.0,1.004027207465326,1.002791723795373,1.0030633978992818,1.0028039035653749,1.0040599758752602,1.0375678683698593,1.040335743268142,1.0404195625250277,1.0376007037808717
117.0,1.0040160826923954,1.0027906558342738,1.0030700695092876,1.0028020989257007,1.0040472812792496,1.0377012993959105,1.0403542912191706,1.040439168362617,1.0377288027034317
118.0,1.0040064924937497,1.0027885722951524,1.003074923874909,1.0027996248701336,1.004036090752897,1.0378288362607184,1.0403751372206778,1.0404580346422185,1.037851241028885
119.0,1.003998465264723,1.0027856280859544,1.0030777049616035,1.0027956758584444,1.0040258286540078,1.0379516969308538,1.0403945217932775,1.0404754811706136,1.0379703748305569
120.0,1.0039912799009065,1.0027813055925545,1.0030779672072823,1.0027907273268786,1.0040168531263713,1.0380710300524807,1.0404109194460864,1.0404920768289763,1.0380860633005302
121.0,1.003985472061175,1.0027760231531917,1.0030760439920932,1.002784253633995,1.0040089013941502,1.0381864478372989,1.0404271988337286,1.0405044064229665,1.0381979227517475
122.0,1.0039806167977618,1.0027698643607332,1.003072545842595,1.0027773611437938,1.0040020126017053,1.0382978269090886,1.040439174785798,1.0405135175472755,1.038305659211339
123.0,1.0039767848424783,1.0027625001555869,1.0030667547124543,1.00276902568833,1.0039958851634792,1.0384064962445845,1.040449343173043,1.040520008093162,1.0384109871737837
124.0,1.003973792452422,1.002754785623549,1.003060119472622,1.0027608454298,1.0039913692821862,1.0385108039440267,1.0404548360573267,1.040522618761838,1.0385117787984126
125.0,1.003971931501792,1.002746938721488,1.0030521464447761,1.0027516266153387,1.0039877605422256,1.03860661589127,1.0404564645940095,1.0405218327526655,1.0386091770282861
126.0,1.003970141686605,1.0027377350611946,1.0030425847082671,1.0027419433422913,1.003984816478253,1.03869940942094,1.0404539847878964,1.0405167774471333,1.0386987335019044
127.0,1.0039754443469324,1.0027252956516262,1.0030254766823419,1.002728195676625,1.0039874616894413,1.0387818712025043,1.0404229318798077,1.0404830655366935,1.038780780271487
128.0,1.0039735342441611,1.0027167462402218,1.0030151492083856,1.002718378786117,1.0039840590112712,1.038855722936131,1.0404227639741213,1.0404769880027076,1.0388552185855504
129.0,1.0039705925099944,1.0027074066559023,1.0030046930224799,1.0027077661382826,1.003979734612323,1.0389298551853892,1.0404143247977753,1.040464670314306,1.0389306895142376
130.0,1.0039674644548728,1.0026970544285572,1.0029933725141726,1.0026968100671634,1.0039751191864847,1.0389967617530633,1.0403981659634622,1.0404450374957421,1.0390001678584673
131.0,1.0039656384448485,1.0026858476910605,1.0029803685162229,1.0026854794473872,1.0039718937390527,1.0390623614355599,1.0403759140887636,1.0404187757519792,1.0390651594187559
132.0,1.00396559931764,1.002674784226189,1.0029665285660398,1.0026739739859736,1.0039701474792009,1.039123640708487,1.040349701804262,1.0403874882706552,1.039126821155238
133.0,1.0039667543211837,1.0026621164101404,1.0029497076258824,1.0026609181409252,1.0039704314074533,1.039184270425968,1.0403131302863882,1.0403481106522297,1.0391871787277218
134.0,1.0039688227986672,1.0026508189826517,1.0029345200390152,1.0026494522378406,1.0039721761985148,1.0392389444255856,1.0402883641725302,1.0403185503633867,1.0392416917244471
135.0,1.0039717426503394,1.0026377957730446,1.0029164228432725,1.0026364133031376,1.0039744219047362,1.039295126918305,1.040247644738621,1.0402744686302685,1.039298075898927
136.0,1.0039747656354814,1.0026277222633533,1.002902021676214,1.0026258027004205,1.0039767310960452,1.0393450039586223,1.040225023770883,1.0402469706968442,1.0393482586073952
137.0,1.0039823026221413,1.0026159048411305,1.002883096886711,1.0026134572254322,1.003983749803746,1.0393958874275158,1.0401824248514944,1.0402014925604421,1.0393987103678566
138.0,1.0039852845924628,1.0026073164208964,1.0028702603245525,1.0026043911271505,1.0039860945171184,1.03944002528162,1.040158554630748,1.0401734967815395,1.0394439122960877
139.0,1.0039871949169121,1.0025978126901836,1.0028568877592299,1.0025945123114635,1.0039871120911883,1.039481383284279,1.0401254478766175,1.04013755155244,1.0394888305659735
140.0,1.00398976738317,1.0025867042787762,1.0028414881581031,1.0025835214163992,1.0039889996721896,1.0395179210030514,1.04007626042605,1.0400862488808669,1.0395263502982508
141.0,1.0039923236604966,1.002577901734139,1.0028284669588312,1.0025742304069234,1.003991201405882,1.039550729057223,1.0400437451867188,1.0400504306376719,1.0395601334023898
142.0,1.0039961026789586,1.0025650824118557,1.0028092940099198,1.0025620157415671,1.0039952532892151,1.0395799571738313,1.0399898352442338,1.039994872443308,1.0395887367194467
143.0,1.003998474611741,1.0025568741270434,1.002797110749232,1.002553467405903,1.003997329505037,1.0396059707808027,1.0399592416458128,1.0399612865081536,1.0396155706711527
144.0,1.0039998335881866,1.0025481885357752,1.0027842239107034,1.002544648892043,1.0039981931144923,1.039633341874444,1.039920513949874,1.0399199687188938,1.0396448714107525
145.0,1.0040016047628864,1.002539479173942,1.0027713508721445,1.0025358322385451,1.003999737900867,1.0396576648822884,1.0398794421755981,1.0398772183209017,1.0396703846694892
146.0,1.0040041241924256,1.0025307479062744,1.002758116984631,1.002526954840564,1.0040017454244243,1.039680717909016,1.0398384900751665,1.0398346167746517,1.0396935559828864
147.0,1.0040070050282774,1.0025223826514034,1.0027453429668713,1.0025184723350555,1.0040043503059217,1.0397017387214385,1.0397983152898826,1.039792734928105,1.0397159713257735
148.0,1.0040106765565195,1.0025146009239352,1.002732846419852,1.0025105372126846,1.0040074653710176,1.0397225277692579,1.0397592937495597,1.0397520614724127,1.0397365405852415
149.0,1.0040179529606885,1.0025058567339993,1.00271692428907,1.0025017806061747,1.0040150484789259,1.0397435154214485,1.0397194029011794,1.0397106882257394,1.0397553081239916
150.0,1.004020694126279,1.002499842163515,1.0027071584960106,1.0024954956321046,1.0040178360204803,1.03976067168643,1.0396867765673687,1.0396765669374293,1.0397733454670786
151.0,1.0040226198294906,1.0024936533271425,1.0026976140565613,1.0024893213052166,1.0040195172257167,1.039776454744316,1.0396512299418113,1.0396403397121396,1.0397901466242623
152.0,1.0040241434689952,1.0024876730188146,1.0026885091439763,1.0024834286215898,1.0040209308910388,1.0397886875098394,1.039613767079954,1.0396024297017785,1.0398031339421796
153.0,1.004025667871528,1.002481859879186,1.0026797233223572,1.0024778323663366,1.0040220704342184,1.0397983557832795,1.0395763655141184,1.0395643049926433,1.0398141370747311
154.0,1.0040271318873888,1.0024759545576432,1.002670554410901,1.0024719793194952,1.0040235641014184,1.0398062410207958,1.0395388282799305,1.0395263035202738,1.039822873111928
155.0,1.0040288107176198,1.002470231515537,1.002661560870836,1.0024663554085933,1.0040252819139315,1.0398135811871316,1.039502730412421,1.0394899273842146,1.0398308517396888
156.0,1.0040303655940823,1.002464554037338,1.002652583054908,1.0024607643285142,1.0040270168807244,1.0398213113812589,1.0394682746805706,1.0394553153643824,1.0398386721121324
157.0,1.0040322432869513,1.0024593513930462,1.002644013604924,1.0024559122462067,1.0040291935164856,1.0398292064614802,1.0394368507959701,1.039423306545197,1.039846095486136
