"Iteration","Torque (row-1_turbine-1) Monitor: Torque (row-1_turbine-1) Monitor (N-m)","Torque (row-1_turbine-2) Monitor: Torque (row-1_turbine-2) Monitor (N-m)","Torque (row-1_turbine-3) Monitor: Torque (row-1_turbine-3) Monitor (N-m)","Torque (row-1_turbine-4) Monitor: Torque (row-1_turbine-4) Monitor (N-m)","Torque (row-1_turbine-5) Monitor: Torque (row-1_turbine-5) Monitor (N-m)","Torque (row-2_turbine-1) Monitor: Torque (row-2_turbine-1) Monitor (N-m)","Torque (row-2_turbine-2) Monitor: Torque (row-2_turbine-2) Monitor (N-m)","Torque (row-2_turbine-3) Monitor: Torque (row-2_turbine-3) Monitor (N-m)","Torque (row-2_turbine-4) Monitor: Torque (row-2_turbine-4) Monitor (N-m)"
349.0,20307.958638535194,20247.702976580098,20256.68927370059,20252.967649589278,20315.385553785207,21853.361686423726,21927.43198556003,21861.72810298281,21910.997288309532
350.0,20307.917775274087,20247.63475780717,20256.67288504671,20252.988516121535,20315.445698168005,21852.238737222717,21926.84616289408,21861.722643091918,21910.868197831267
351.0,20307.889100941768,20247.58535485703,20256.651537005775,20252.998171203773,20315.47736121625,21851.21248173646,21926.25464536318,21861.77080524818,21910.710432944146
352.0,20307.868037280376,20247.52855735383,20256.626182649285,20253.00364997895,20315.51374518441,21850.1764835842,21925.70378319847,21861.796128236587,21910.589238671393
353.0,20307.856789464844,20247.486285594245,20256.598878524164,20253.000290556396,20315.530414756966,21849.236737713425,21925.154455455544,21861.859428320717,21910.45147721228
354.0,20307.85497096707,20247.441682497592,20256.566982908014,20252.991658696905,20315.550019546463,21848.306217971083,21924.648729201414,21861.909783974435,21910.34853874192
355.0,20307.85970888513,20247.408956586834,20256.537130350065,20252.977960491637,20315.552169808318,21847.457241762488,21924.149752388323,21861.98428459093,21910.230745975437
356.0,20307.875900488063,20247.374351499297,20256.5030616432,20252.95846514768,20315.558514839988,21846.61882251357,21923.681180914045,21862.045346052284,21910.13760946085
357.0,20307.894190169278,20247.348426839024,20256.47070822381,20252.936663816363,20315.54935873059,21845.857145505855,21923.224521153963,21862.12121684508,21910.03230847246
358.0,20307.925737790014,20247.321057503243,20256.43050073026,20252.90464229563,20315.542524782664,21845.098151167207,21922.793760217948,21862.180256817923,21909.94346824014
359.0,20307.957796052346,20247.301797093336,20256.39540459682,20252.875543797658,20315.52505881786,21844.418570376187,21922.375590868025,21862.25559729713,21909.84629205429
360.0,20308.002966046326,20247.28107919464,20256.352052494716,20252.836718072693,20315.508483694684,21843.740402765103,21921.980265503207,21862.316419284063,21909.762110646505
361.0,20308.045161751445,20247.267714484526,20256.31506073678,20252.801892895088,20315.48538243372,21843.137240265365,21921.600513259913,21862.3862394361,21909.67189168172
362.0,20308.097917239575,20247.25266048639,20256.271422119495,20252.757798526727,20315.46219968291,21842.53694943152,21921.237039100313,21862.43368945628,21909.589441211538
363.0,20308.146304062488,20247.243846353245,20256.234044478137,20252.719462166195,20315.434008231197,21842.0069693583,21920.887440408274,21862.485738446878,21909.49806233008
364.0,20308.210014251534,20247.235839269575,20256.1906342516,20252.668880115933,20315.401322600184,21841.479394904116,21920.55623300307,21862.520418499313,21909.416293275153
365.0,20308.26565392907,20247.231874650603,20256.154158256602,20252.626324585694,20315.36584784534,21841.02007016202,21920.240301357157,21862.551821316076,21909.3227182895
366.0,20308.379227359823,20247.240328282584,20256.07999872353,20252.535370752717,20315.291133218656,21840.561854162053,21919.93467561272,21862.58137251228,21909.246501287533
367.0,20308.449699631885,20247.244412759672,20256.039315534763,20252.481247136006,20315.238515972283,21840.15899815085,21919.64949365631,21862.589790436825,21909.151591367332
368.0,20308.510642556867,20247.249270452296,20256.00347109713,20252.432213186028,20315.192805163926,21839.784357826364,21919.378311740285,21862.570875162637,21909.036886922793
369.0,20308.561532699554,20247.250126114475,20255.973550301398,20252.387498386546,20315.158709563704,21839.42330939422,21919.1278322277,21862.554314537083,21908.94136179064
370.0,20308.61038264997,20247.251962091388,20255.944918916186,20252.34712896036,20315.12287511415,21839.11705342176,21918.893805917367,21862.530972186654,21908.842901771684
371.0,20308.686940669115,20247.252244192925,20255.90138829362,20252.289680999245,20315.082299051675,21838.807587679643,21918.676959788827,21862.536038287304,21908.77572915781
372.0,20308.744609727157,20247.255476460905,20255.87104127323,20252.248496268443,20315.043892763537,21838.57235106741,21918.476039463338,21862.49635382444,21908.67874821955
373.0,20308.81017687075,20247.261681627035,20255.834191255053,20252.198941830527,20315.00181179185,21838.340683934923,21918.27692720417,21862.435707286153,21908.568563276196
374.0,20308.88286151491,20247.274207816132,20255.799433952663,20252.146797705038,20314.95448252496,21838.148213368164,21918.095281869413,21862.37091382483,21908.461118134168
375.0,20308.956602971673,20247.28978212098,20255.76753599183,20252.09615842524,20314.905841263724,21837.983171356787,21917.928310180192,21862.294949196672,21908.350083897534
376.0,20309.030072494003,20247.305255922118,20255.735961976767,20252.045193491398,20314.856518539207,21837.842792669646,21917.774402189294,21862.20720884279,21908.236427288502
377.0,20309.091290702156,20247.319405110073,20255.71150425238,20252.003756785383,20314.814069794662,21837.739663372973,21917.638001351123,21862.103391772616,21908.116922722977
378.0,20309.187775344675,20247.344368269652,20255.672783109032,20251.939318671746,20314.75069245411,21837.62994536119,21917.4986696191,21862.01640889422,21908.01536739713
379.0,20309.252446635408,20247.361433017184,20255.648615982987,20251.896442032295,20314.703403547268,21837.563675736797,21917.382661227704,21861.901789770767,21907.900500153097
380.0,20309.309186834966,20247.376562344085,20255.627636051857,20251.85646550153,20314.662966296266,21837.4987749769,21917.26983763792,21861.776185300165,21907.77828990735
381.0,20309.358998194373,20247.39045793525,20255.609442654313,20251.822343205677,20314.627407808555,21837.464659449597,21917.171675627316,21861.643003349818,21907.657003553148
382.0,20309.416368294853,20247.40338572118,20255.58642296524,20251.78195121429,20314.592042215558,21837.412367960078,21917.06461681245,21861.521516916233,21907.545786501352
383.0,20309.459970200936,20247.414799465376,20255.57037973369,20251.75280887056,20314.56104953606,21837.416408170386,21916.97986359113,21861.379425079853,21907.424777932072
384.0,20309.507553345655,20247.426675911134,20255.551356975368,20251.71931869585,20314.528259879262,21837.410771691968,21916.892606874702,21861.23400208497,21907.30063409159
385.0,20309.555483380544,20247.441530298136,20255.534439527983,20251.686134179487,20314.494219582102,21837.430610307794,21916.814093131445,21861.07975420887,21907.174847543276
386.0,20309.60196171089,20247.456532899705,20255.518438817242,20251.65439310754,20314.459968577678,21837.46689800722,21916.745731608593,21860.923176061566,21907.048000182425
387.0,20309.63958085213,20247.469116087417,20255.50645839811,20251.628812965733,20314.431632865828,21837.524443331014,21916.691604142932,21860.756782970748,21906.91891402236
388.0,20309.69683447487,20247.491855879518,20255.489964412965,20251.59173330864,20314.39006120809,21837.583442636518,21916.63084795494,21860.599062425783,21906.793431001555
389.0,20309.73544033159,20247.506220506242,20255.47947165434,20251.566493096296,20314.35952539053,21837.665579502755,21916.5899207467,21860.431166870017,21906.66721816719
390.0,20309.76951493242,20247.519004864924,20255.470433655,20251.543910161337,20314.3333416309,21837.746765771277,21916.555611767428,21860.261274472075,21906.540668179347
391.0,20309.799818732004,20247.530189922283,20255.46304036596,20251.523806534078,20314.31251343196,21837.81521143081,21916.511681281612,21860.096535610348,21906.417792765344
392.0,20309.82403988938,20247.540329000032,20255.456938117448,20251.507319155913,20314.293915649905,21837.906287290734,21916.480739728744,21859.926685817663,21906.296459324676
393.0,20309.84792086945,20247.550120210813,20255.451280439825,20251.49120205577,20314.277840582294,21837.98649962743,21916.440274582055,21859.761448002006,21906.17575888196
394.0,20309.865885760173,20247.55855243722,20255.44712624451,20251.47866060192,20314.263828327286,21838.09008684849,21916.4136950853,21859.592293926464,21906.057049801744
395.0,20309.892118109623,20247.572305290254,20255.443698898376,20251.463089574387,20314.243641069625,21838.20494320511,21916.383943828878,21859.425052720922,21905.932242293708
396.0,20309.90991184805,20247.581193967257,20255.44140591401,20251.452247015008,20314.2289281505,21838.332763447645,21916.36861898034,21859.25948718553,21905.814292665593
397.0,20309.92652424967,20247.589477734997,20255.439374491303,20251.4416114856,20314.215391298865,21838.452098631224,21916.359583370755,21859.096018063414,21905.69866091002
398.0,20309.944795566167,20247.598940674186,20255.437756776664,20251.430746427486,20314.202370973086,21838.558990885955,21916.347061206965,21858.93867155839,21905.585296603724
399.0,20309.957257400536,20247.606780234924,20255.43741649409,20251.423434517535,20314.19222932466,21838.681880467397,21916.343121477214,21858.782747041372,21905.477914226394
400.0,20309.969732368147,20247.61554055455,20255.438468125056,20251.417041979643,20314.183830975904,21838.79166965259,21916.32984015563,21858.62971214399,21905.367593420488
401.0,20309.97794704004,20247.62255231214,20255.439551310097,20251.412500115643,20314.176944151972,21838.913754055196,21916.327704485266,21858.48149815778,21905.26528399695
402.0,20309.98450145399,20247.631125071362,20255.444635159038,20251.41018382772,20314.171470540627,21839.039744870177,21916.32195823806,21858.331061195815,21905.155616252912
403.0,20309.988835238575,20247.637287446098,20255.44742370963,20251.40850425991,20314.167213600347,21839.173113695262,21916.326343691784,21858.19042770825,21905.05668589464
404.0,20309.99319141938,20247.642192536863,20255.450114662588,20251.406948857708,20314.163620168183,21839.29637941987,21916.33328266308,21858.056571044435,21904.9625311696
405.0,20309.997859344636,20247.646894168156,20255.453807098,20251.40604761445,20314.160858461786,21839.410652652412,21916.33525019093,21857.924185274922,21904.866953895777
406.0,20309.99895294468,20247.651285581487,20255.457165561136,20251.40626250649,20314.159688049982,21839.53091558477,21916.34511143498,21857.79967321167,21904.780082345023
407.0,20309.998655931486,20247.655656130733,20255.46272308596,20251.407866848305,20314.159824659215,21839.641749882667,21916.3490780593,21857.674809953176,21904.689009385584
408.0,20309.99687382309,20247.65903133419,20255.466968043176,20251.40972898167,20314.16047886422,21839.755480077736,21916.359121727415,21857.56082948741,21904.60761045044
409.0,20309.993568550417,20247.662273167567,20255.4734383331,20251.413363610685,20314.16243467304,21839.864804420653,21916.36637633926,21857.44574149994,21904.522295423343
410.0,20309.989284868072,20247.66463830136,20255.478333786326,20251.416615564776,20314.16466226105,21839.975304773867,21916.37913953587,21857.34168648342,21904.446965086856
411.0,20309.983786799727,20247.666311667344,20255.484772406537,20251.421212111418,20314.167928698982,21840.079624189133,21916.38958860015,21857.23610799028,21904.367518691142
412.0,20309.977900293245,20247.66771952369,20255.489761681565,20251.425333253173,20314.17119593034,21840.183560339203,21916.403720167058,21857.142637475168,21904.298422384007
413.0,20309.970944385423,20247.668435563628,20255.496267455106,20251.430860539847,20314.17553289116,21840.280024314045,21916.41609452993,21857.047059786295,21904.225116633534
414.0,20309.963903136777,20247.668976002275,20255.501105182804,20251.435547272842,20314.179671646423,21840.37589906065,21916.431117148935,21856.96459168611,21904.162631281088
415.0,20309.95555623457,20247.66885810976,20255.507600389275,20251.44177787001,20314.185314769198,21840.467286190997,21916.445206221644,21856.879876438426,21904.096079513372
416.0,20309.947503446423,20247.668700975883,20255.51247548691,20251.447081462502,20314.190434938,21840.55408742905,21916.461078846747,21856.808382467014,21904.04045587465
417.0,20309.937933990463,20247.668109307066,20255.519436633804,20251.454314690112,20314.19741107695,21840.637846950645,21916.47635378311,21856.73416678932,21903.98096101278
418.0,20309.929125202165,20247.66746773877,20255.524447997275,20251.460290283907,20314.20354365305,21840.71493117448,21916.49241135273,21856.67323324493,21903.93216671834
419.0,20309.91191628319,20247.66151739225,20255.535380800848,20251.47458777522,20314.219719267334,21840.816787285385,21916.52915767862,21856.621742275966,21903.888051493093
420.0,20309.903351060515,20247.659938863995,20255.541263548803,20251.482571463588,20314.229266688468,21840.898962637184,21916.555563409187,21856.57761088761,21903.852636133633
421.0,20309.898847374716,20247.661197059897,20255.547119980754,20251.48998799539,20314.237585624767,21840.964172371925,21916.573687314623,21856.531061142665,21903.815171847866
422.0,20309.893160694068,20247.66143035611,20255.55220625046,20251.496978747382,20314.245638203465,21841.026574740587,21916.59398247911,21856.495434920573,21903.78647836513
